"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"2540"	"Frag: die Tagessuppe"	"user-57_2014-11-11_16-55-24_utt_055.wav"	"i would like the soup of the day"	"i would like the soup of the day"	"correct"	"correct"
"2541"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-11_16-55-24_utt_056.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"2542"	"Frag: Custard Tart"	"user-57_2014-11-11_16-55-24_utt_057.wav"	"i would like the custard tart"	"i would like the custard tart"	"correct"	"correct"
"2543"	"Frag: Ich möchte die Rechnung"	"user-57_2014-11-11_16-55-24_utt_058.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"2544"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-11_16-55-24_utt_059.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"2545"	"Frag: Wo ist der Zoo?"	"user-57_2014-11-11_16-55-24_utt_062.wav"	"where is the zoo"	"where is the zoo"	"correct"	"correct"
"2547"	"Frag: Welcher Bus fährt dorthin?"	"user-57_2014-11-11_16-55-24_utt_064.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"2548"	"Sag: Marble Arch ist gegenüber dem Hyde Park"	"user-57_2014-11-11_16-55-24_utt_066.wav"	"mastercard is lisbon"	"market r is over there"	"incorrect"	"incorrect"
"2549"	"Sag: Marble Arch ist gegenüber dem Hyde Park"	"user-57_2014-11-11_16-55-24_utt_067.wav"	"marble arch is elevator hyde park"	"marble arch is over there/opposite the hyde park"	"incorrect"	"incorrect"
"2550"	"Sag: Mir geht es gut"	"user-57_2014-11-11_16-55-24_utt_070.wav"	"i am good"	"i am good"	"correct"	"correct"
"2551"	"Frag: Sandalen"	"user-57_2014-11-11_16-55-24_utt_071.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"2552"	"Frag: blaue Sandalen"	"user-57_2014-11-11_16-55-24_utt_072.wav"	"i would like blue sandals"	"i would like blue sandals"	"correct"	"correct"
"2553"	"Frag: Grösse 42"	"user-57_2014-11-11_16-55-24_utt_073.wav"	"forty-two"	"forty-two"	"correct"	"correct"
"2554"	"Frag: Jeans"	"user-57_2014-11-11_16-55-24_utt_074.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"2555"	"Frag: weisse Jeans"	"user-57_2014-11-11_16-55-24_utt_075.wav"	"i would like white jeans"	"i would like white jeans"	"correct"	"correct"
"2556"	"Frag: eine S"	"user-57_2014-11-11_16-55-24_utt_076.wav"	"small"	"small"	"correct"	"correct"
"2558"	"Sag: Dies ist zu eng"	"user-57_2014-11-11_16-55-24_utt_078.wav"	"this is too tight"	"this is too tight"	"correct"	"correct"
"2560"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-11_16-55-24_utt_080.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"2561"	"Sag: Ich habe keine Reservation"	"user-57_2014-11-12_11-54-21_utt_002.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"2562"	"Frag: Zimmer für 5 Nächte"	"user-57_2014-11-12_11-54-21_utt_003.wav"	"a room for five nights"	"a room for five nights"	"correct"	"correct"
"2563"	"Frag: Zimmer für 5 Nächte"	"user-57_2014-11-12_11-54-21_utt_004.wav"	"a room for five nights"	"a room for five nights"	"correct"	"correct"
"2564"	"Frag: Twinzimmer"	"user-57_2014-11-12_11-54-21_utt_006.wav"	"twin room"	"twin room"	"correct"	"correct"
"2565"	"Frag: Twinzimmer"	"user-57_2014-11-12_11-54-21_utt_007.wav"	"twin room"	"twin room"	"correct"	"correct"
"2566"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-12_11-54-21_utt_008.wav"	"can i pay with mastercard"	"can i pay with mastercard"	"correct"	"correct"
"2570"	"Frag: Wo ist der Lift?"	"user-57_2014-11-12_11-54-21_utt_012.wav"	"where is the elevator"	"where is the elevator"	"correct"	"correct"
"2571"	"Sag: Ich habe keine Reservation"	"user-57_2014-11-12_11-54-21_utt_015.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"2572"	"Frag: Zimmer für 3 Nächte"	"user-57_2014-11-12_11-54-21_utt_016.wav"	"a room for three nights"	"a room for three nights"	"correct"	"correct"
"2573"	"Frag: Junior Suite"	"user-57_2014-11-12_11-54-21_utt_017.wav"	"junior suite"	"junior suite"	"correct"	"correct"
"2575"	"Frag: Gibt es ein Fitnessstudio?"	"user-57_2014-11-12_11-54-21_utt_019.wav"	"is there a fitness studio"	"is there a fitness studio"	"correct"	"correct"
"2576"	"Frag: 4 Tickets nach London"	"user-57_2014-11-12_11-54-21_utt_022.wav"	"four tickets to london"	"four tickets to london"	"correct"	"correct"
"2577"	"Frag: 4 Tickets nach London"	"user-57_2014-11-12_11-54-21_utt_023.wav"	"i would like four tickets to london"	"i would like four tickets to london"	"correct"	"correct"
"2578"	"Sag: Ich möchte am Freitagmorgen abreisen"	"user-57_2014-11-12_11-54-21_utt_024.wav"	"i would like to leave at friday morning"	"i would like to leave on friday morning"	"correct"	"correct"
"2579"	"Sag: Ich heisse James"	"user-57_2014-11-12_11-54-21_utt_025.wav"	"my"	"my"	"incorrect"	"incorrect"
"2580"	"Sag: Ich heisse James"	"user-57_2014-11-12_11-54-21_utt_026.wav"	"my name is james"	"my name is james"	"correct"	"correct"
"2581"	"Sag: Ich bin aus Schottland"	"user-57_2014-11-12_11-54-21_utt_027.wav"	"i am from scotland"	"i am from scotland"	"correct"	"correct"
"2582"	"Sag: Ich heisse Patrick"	"user-57_2014-11-12_11-54-21_utt_030.wav"	"my name is patrick"	"my name is patrick"	"correct"	"correct"
"2583"	"Sag: Ich bin aus Österreich"	"user-57_2014-11-12_11-54-21_utt_031.wav"	"i am from austria"	"i am from austria"	"correct"	"correct"
"2585"	"Sag: Ich habe einen älteren Bruder"	"user-57_2014-11-12_11-54-21_utt_033.wav"	"i have one older brothers"	"i have one older brother"	"correct"	"correct"
"2586"	"Sag: Ich gehe in die Ferien"	"user-57_2014-11-12_11-54-21_utt_034.wav"	"i'm going on holidays"	"i'm going in the holidays"	"incorrect"	"incorrect"
"2587"	"Sag: Dies ist mein Pass"	"user-57_2014-11-12_11-54-21_utt_035.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"2588"	"Frag: ein Ticket nach Notting Hill"	"user-57_2014-11-12_11-54-21_utt_038.wav"	"i would like a ticket to notting hill"	"i would like a ticket to notting*z hill"	"correct"	"correct"
"2589"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-57_2014-11-12_11-54-21_utt_039.wav"	"can i pay with post card"	"can i pay with post card"	"correct"	"correct"
"2590"	"Frag: 2 Musical-Tickets"	"user-57_2014-11-12_11-54-21_utt_042.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"2593"	"Sag: Ich möchte morgen gehen"	"user-57_2014-11-12_11-54-21_utt_045.wav"	"i would like to go tomorrow"	"i would like to go tomorrow"	"correct"	"correct"
"2594"	"Frag: 2 Tickets für König der Löwen"	"user-57_2014-11-12_11-54-21_utt_046.wav"	"i would like two tickets for the lion king"	"i would like two tickets for the lion king"	"correct"	"correct"
"2595"	"Sag: Ich möchte in der ersten Reihe sitzen"	"user-57_2014-11-12_11-54-21_utt_047.wav"	"i would like to sit in the first row"	"i would like to sit in the first row"	"correct"	"correct"
"2597"	"Frag: 1 Ticket"	"user-57_2014-11-12_11-54-21_utt_049.wav"	"i want tickets please"	"one ticket please"	"correct"	"correct"
"2598"	"Frag: 1 Ticket"	"user-57_2014-11-12_11-54-21_utt_050.wav"	"one ticket"	"one ticket"	"correct"	"correct"
"2599"	"Frag: 1 Ticket"	"user-57_2014-11-12_11-54-21_utt_051.wav"	"i would like from tickets"	"i would like one ticket"	"correct"	"correct"
"2600"	"Frag: 2 Musical-Tickets"	"user-57_2014-11-12_11-54-21_utt_056.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"2603"	"Frag: 2 Tickets für Billy Elliot"	"user-57_2014-11-12_11-54-21_utt_059.wav"	"i would like two tickets for billy elliot"	"i would like two tickets for billy elliot"	"correct"	"correct"
"2606"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"user-57_2014-11-12_11-54-21_utt_062.wav"	"i want to sit in the second row"	"i want to sit in the second row"	"correct"	"correct"
"2608"	"Frag: 2 Tickets"	"user-57_2014-11-12_11-54-21_utt_064.wav"	"i would like two tickets"	"i would like two tickets"	"correct"	"correct"
"2610"	"Frag: einen Hamburger"	"user-57_2014-11-12_11-54-21_utt_068.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"2611"	"Frag: meinen Hamburger durchgebraten"	"user-57_2014-11-12_11-54-21_utt_069.wav"	"i would like my hamburger well done"	"i would like my hamburger well done"	"correct"	"correct"
"2613"	"Frag: Bohnen"	"user-57_2014-11-12_11-54-21_utt_071.wav"	"i would like beans"	"i would like beans"	"correct"	"correct"
"2614"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-12_11-54-21_utt_072.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"2615"	"Frag: Scones"	"user-57_2014-11-12_11-54-21_utt_073.wav"	"i would like go"	"i would like the scones"	"correct"	"correct"
"2616"	"Frag: Ich möchte die Rechnung"	"user-57_2014-11-12_11-54-21_utt_074.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"2617"	"Sag: Ich möchte mit Mastercard bezahlen"	"user-57_2014-11-12_11-54-21_utt_075.wav"	"i would like to pay with mastercard"	"i would like to pay with mastercard"	"correct"	"correct"
"2618"	"Frag: Wo ist der Zoo?"	"user-57_2014-11-12_11-54-21_utt_078.wav"	"where is the zoo"	"where is the zoo"	"correct"	"correct"
"2619"	"Frag: Wo ist das London Eye?"	"user-57_2014-11-12_11-54-21_utt_079.wav"	"where is the london eye"	"where is the london eye"	"correct"	"correct"
"2620"	"Frag: Welcher Bus fährt dorthin?"	"user-57_2014-11-12_11-54-21_utt_080.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"2621"	"Sag: Es ist nahe der Bank of England"	"user-57_2014-11-12_11-54-21_utt_082.wav"	"this is near the bank of england"	"this is near the bank of england"	"correct"	"correct"
"2622"	"Sag: Ich muss gehen"	"user-57_2014-11-12_11-54-21_utt_084.wav"	"i want to go"	"i want to go"	"correct"	"correct"
"2623"	"Sag: Ich muss gehen"	"user-57_2014-11-12_11-54-21_utt_085.wav"	"i want to go"	"i want to go"	"correct"	"correct"
"2624"	"Sag: Mir geht es gut"	"user-57_2014-11-12_11-54-21_utt_088.wav"	"i am good"	"i am good"	"correct"	"correct"
"2625"	"Frag: Sandalen"	"user-57_2014-11-12_11-54-21_utt_089.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"2626"	"Frag: rote Sandalen"	"user-57_2014-11-12_11-54-21_utt_090.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"2627"	"Frag: Grösse 37"	"user-57_2014-11-12_11-54-21_utt_092.wav"	"thirty-seven"	"thirty-seven"	"correct"	"correct"
"2628"	"Frag: ein T-Shirt"	"user-57_2014-11-12_11-54-21_utt_093.wav"	"i would like a tee shirt"	"i would like a t-shirt"	"correct"	"correct"
"2629"	"Frag: ein braunes T-Shirt"	"user-57_2014-11-12_11-54-21_utt_094.wav"	"i would like a brown t-shirt"	"i would like a brown t-shirt"	"correct"	"correct"
"2631"	"Frag: Wie viel kostet es?"	"user-57_2014-11-12_11-54-21_utt_097.wav"	"how much is this"	"how much is this"	"correct"	"correct"
"2632"	"Sag: Das T-Shirt ist zu teuer"	"user-57_2014-11-12_11-54-21_utt_098.wav"	"this tee shirt is too expensive"	"this t-shirt is too expensive"	"correct"	"correct"
"2633"	"Sag: Ich habe keine Reservation"	"user-57_2014-11-13_18-25-35_utt_002.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"2634"	"Frag: Zimmer für 6 Nächte"	"user-57_2014-11-13_18-25-35_utt_003.wav"	"i would like a room for six nights"	"i would like a room for six nights"	"correct"	"correct"
"2635"	"Frag: Einzelzimmer"	"user-57_2014-11-13_18-25-35_utt_005.wav"	"single room"	"single room"	"correct"	"correct"
"2638"	"Frag: 5 Tickets nach London"	"user-57_2014-11-13_18-25-35_utt_011.wav"	"i would like five tickets to london"	"i would like five tickets to london"	"correct"	"correct"
"2640"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"user-57_2014-11-13_18-25-35_utt_013.wav"	"i would like to leave morning of fryer thirty"	"i would like to leave morning on xxx thirteenth"	"incorrect"	"incorrect"
"2641"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"user-57_2014-11-13_18-25-35_utt_014.wav"	"i would like to leave on saturday morning"	"i would like to leave on thirteen morning"	"incorrect"	"incorrect"
"2642"	"Sag: Ich heisse Thomas"	"user-57_2014-11-13_18-25-35_utt_016.wav"	"my name is thomas"	"my name is thomas"	"correct"	"correct"
"2643"	"Sag: Ich bin aus Australien"	"user-57_2014-11-13_18-25-35_utt_017.wav"	"i am from australia"	"i am from australia"	"correct"	"correct"
"2644"	"Sag: Ich heisse John"	"user-57_2014-11-13_18-25-35_utt_020.wav"	"my name is john"	"my name is john"	"correct"	"correct"
"2645"	"Sag: Ich bin aus Portugal"	"user-57_2014-11-13_18-25-35_utt_021.wav"	"i am from portugal"	"i am from portugal"	"correct"	"correct"
"2647"	"Sag: Ich habe 2 jüngere Schwestern"	"user-57_2014-11-13_18-25-35_utt_023.wav"	"i have two younger sisters"	"i have two younger sisters"	"correct"	"correct"
"2648"	"Sag: Ich gehe in die Ferien"	"user-57_2014-11-13_18-25-35_utt_024.wav"	"i am going on holidays"	"i am going in the holidays"	"incorrect"	"incorrect"
"2649"	"Sag: Dies ist mein Pass"	"user-57_2014-11-13_18-25-35_utt_025.wav"	"yes it is my passport"	"yes it is my passport"	"correct"	"correct"
"2650"	"Frag: ein Ticket zum Green Park"	"user-57_2014-11-13_18-25-35_utt_028.wav"	"i would like a ticket to green park"	"i would like a ticket to green park"	"correct"	"correct"
"2652"	"Sag: Ich möchte mit Dollars bezahlen"	"user-57_2014-11-13_18-25-35_utt_030.wav"	"i would like pay with dollars"	"i would like pay with dollars"	"incorrect"	"correct"
"2653"	"Sag: Ich habe nur grosse Noten"	"user-57_2014-11-13_18-25-35_utt_031.wav"	"i have small great note"	"i have nur*v great notes"	"incorrect"	"incorrect"
"2654"	"Sag: Ich habe nur grosse Noten"	"user-57_2014-11-13_18-25-35_utt_032.wav"	"i have red boots"	"i have great notes"	"incorrect"	"incorrect"
"2655"	"Sag: Ich habe nur grosse Noten"	"user-57_2014-11-13_18-25-35_utt_033.wav"	"i have red boots"	"i have great notes"	"incorrect"	"incorrect"
"2656"	"Sag: Ich bezahle mit Kreditkarte"	"user-57_2014-11-13_18-25-35_utt_034.wav"	"i pay with credit card"	"i pay with credit card"	"incorrect"	"correct"
"2657"	"Frag: 2 Musical-Tickets"	"user-57_2014-11-13_18-25-35_utt_038.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"2661"	"Sag: Ich möchte hinten sitzen"	"user-57_2014-11-13_18-25-35_utt_042.wav"	"i would like three musical tickets"	"i would like hinten*v to sit"	"incorrect"	"incorrect"
"2664"	"Frag: 1 Ticket"	"user-57_2014-11-13_18-25-35_utt_045.wav"	"i would like one ticket"	"i would like one ticket"	"correct"	"correct"
"2665"	"Frag: einen Tee"	"user-57_2014-11-16_12-20-12_utt_002.wav"	"i would like a tea"	"i would like a tea"	"correct"	"correct"
"2667"	"Frag: mein Steak medium"	"user-57_2014-11-16_12-20-12_utt_004.wav"	"i would like my steak medium"	"i would like my steak medium"	"correct"	"correct"
"2668"	"Frag: etwas Knoblauchbrot"	"user-57_2014-11-16_12-20-12_utt_005.wav"	"i would like garlic bread"	"i would like garlic bread"	"correct"	"correct"
"2670"	"Frag: Ich möchte die Dessertkarte"	"user-57_2014-11-16_12-20-12_utt_008.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"2671"	"Frag: Karrotenkuchen"	"user-57_2014-11-16_12-20-12_utt_009.wav"	"i would like the carrot cake"	"i would like carrot cake"	"correct"	"correct"
"2672"	"Frag: Ich möchte die Rechnung"	"user-57_2014-11-16_12-20-12_utt_010.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"2676"	"Frag: Wo ist das Science Museum?"	"user-57_2014-11-16_12-20-12_utt_017.wav"	"where is the science museum"	"where is the science museum"	"correct"	"correct"
"2677"	"Frag: Wo ist das London Eye?"	"user-57_2014-11-16_12-20-12_utt_018.wav"	"where is the london eye"	"where is the london eye"	"correct"	"correct"
"2678"	"Frag: Welcher Bus fährt dorthin?"	"user-57_2014-11-16_12-20-12_utt_019.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"2679"	"Sag: Saint Pauls Cathedral ist nahe der Bank of England"	"user-57_2014-11-16_12-20-12_utt_021.wav"	"saint pauls cathedral is near bank of england"	"saint pauls cathedral*z is near bank of england"	"incorrect"	"correct"
"2680"	"Sag: Ich muss gehen"	"user-57_2014-11-16_12-20-12_utt_023.wav"	"i want to go"	"i want to go"	"correct"	"correct"
"2681"	"Sag: Mir geht es gut"	"user-57_2014-11-16_12-20-12_utt_026.wav"	"i am good"	"i am good"	"correct"	"correct"
"2682"	"Sag: Mir geht es gut"	"user-57_2014-11-16_12-20-12_utt_027.wav"	"i am good"	"i am good"	"correct"	"correct"
"2683"	"Frag: Sandalen"	"user-57_2014-11-16_12-20-12_utt_028.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"2684"	"Frag: weisse Sandalen"	"user-57_2014-11-16_12-20-12_utt_029.wav"	"i would like white sandals"	"i would like white sandals"	"correct"	"correct"
"2685"	"Frag: Grösse 36"	"user-57_2014-11-16_12-20-12_utt_031.wav"	"thirty six"	"thirty-six"	"correct"	"correct"
"2686"	"Frag: ein Hemd"	"user-57_2014-11-16_12-20-12_utt_032.wav"	"i would like a shirt"	"i would like a shirt"	"correct"	"correct"
"2687"	"Frag: ein weisses Hemd"	"user-57_2014-11-16_12-20-12_utt_033.wav"	"i would like a white shirt"	"i would like a white shirt"	"correct"	"correct"
"2688"	"Frag: eine S"	"user-57_2014-11-16_12-20-12_utt_035.wav"	"small"	"small"	"correct"	"correct"
"2690"	"Sag: Dies ist zu weit"	"user-57_2014-11-16_12-20-12_utt_037.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
"2691"	"Sag: Dies ist zu weit"	"user-57_2014-11-16_12-20-12_utt_038.wav"	"this is too far"	"this is too far"	"incorrect"	"incorrect"
"2692"	"Sag du möchtest nicht: dieses Hemd"	"user-57_2014-11-16_12-20-12_utt_039.wav"	"i do not want this shirt"	"i do not want this shirt"	"correct"	"correct"
"2693"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-16_12-20-12_utt_040.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"2695"	"Sag, dass du es nicht möchtest"	"user-57_2014-11-16_12-20-12_utt_042.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"2696"	"Sag: Ich habe keine Reservation"	"user-57_2014-11-16_12-20-12_utt_044.wav"	"i do not have a reservation"	"i do not have a reservation"	"correct"	"correct"
"2698"	"Frag: Junior Suite"	"user-57_2014-11-16_12-20-12_utt_046.wav"	"junior suite"	"junior suite"	"correct"	"correct"
"2699"	"Sag: Ich möchte mit Visa bezahlen"	"user-57_2014-11-16_12-20-12_utt_047.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"2700"	"Frag: Gibt es einen Lebensmittelladen?"	"user-57_2014-11-16_12-20-12_utt_048.wav"	"is there a food store"	"is there a food store"	"incorrect"	"correct"
"2701"	"Frag: Gibt es einen Lebensmittelladen?"	"user-57_2014-11-16_12-20-12_utt_049.wav"	"is there a food store"	"is there a food store"	"incorrect"	"correct"
"2702"	"Frag: Wo ist der Lebensmittelladen?"	"user-57_2014-11-16_12-20-12_utt_050.wav"	"where is the food store"	"where is the food store"	"incorrect"	"incorrect"
